"DXXPT20X.Code.or.Value","DXXPT20X.Value.Description","DXXPT20X.Count","DXXPT20X.Cumulative","DXXPT20X.Skip.to.Item"
"27.5 to 477.5","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
