"CBQ502.Code.or.Value","CBQ502.Value.Description","CBQ502.Count","CBQ502.Cumulative","CBQ502.Skip.to.Item"
"1","Yes",4188,4188,"CBQ505"
"2","No",1018,5206,""
"7","Refused",0,5206,""
"9","Don't know",0,5206,""
".","Missing",1193,6399,""
