"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"85.8 to 721.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
