"DXXPT14X.Code.or.Value","DXXPT14X.Value.Description","DXXPT14X.Count","DXXPT14X.Cumulative","DXXPT14X.Skip.to.Item"
"10.3 to 518.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
