"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"173.4 to 402.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
