"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"551.8 to 1137.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
