"TYXP134.Code.or.Value","TYXP134.Value.Description","TYXP134.Count","TYXP134.Cumulative","TYXP134.Skip.to.Item"
"-296 to 32","Range of Values",7896,7896,NA
".","Missing",573,8469,NA
