"DXXPT72Y.Code.or.Value","DXXPT72Y.Value.Description","DXXPT72Y.Count","DXXPT72Y.Cumulative","DXXPT72Y.Skip.to.Item"
"94.6 to 282.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
