"WTSPH39.Code.or.Value","WTSPH39.Value.Description","WTSPH39.Count","WTSPH39.Cumulative","WTSPH39.Skip.to.Item"
"0.0000000 to 787513.4157500","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
