"DXXPT93Y.Code.or.Value","DXXPT93Y.Value.Description","DXXPT93Y.Count","DXXPT93Y.Cumulative","DXXPT93Y.Skip.to.Item"
"137 to 369.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
