"DXXPT15X.Code.or.Value","DXXPT15X.Value.Description","DXXPT15X.Count","DXXPT15X.Cumulative","DXXPT15X.Skip.to.Item"
"250.1 to 894.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
