"TYXP206.Code.or.Value","TYXP206.Value.Description","TYXP206.Count","TYXP206.Cumulative","TYXP206.Skip.to.Item"
"-296 to -18","Range of Values",555,555,NA
".","Missing",7914,8469,NA
