"AUXLR153.Code.or.Value","AUXLR153.Value.Description","AUXLR153.Count","AUXLR153.Cumulative","AUXLR153.Skip.to.Item"
"-10 to 45","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
