"DXXPT15Y.Code.or.Value","DXXPT15Y.Value.Description","DXXPT15Y.Count","DXXPT15Y.Cumulative","DXXPT15Y.Skip.to.Item"
"107.2 to 293.4","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
