"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"447.5 to 1033.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
