"DXXPT51X.Code.or.Value","DXXPT51X.Value.Description","DXXPT51X.Count","DXXPT51X.Cumulative","DXXPT51X.Skip.to.Item"
"313.1 to 957.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
