"DXXPT89Y.Code.or.Value","DXXPT89Y.Value.Description","DXXPT89Y.Count","DXXPT89Y.Cumulative","DXXPT89Y.Skip.to.Item"
"116.7 to 349","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
