"DXXPT38X.Code.or.Value","DXXPT38X.Value.Description","DXXPT38X.Count","DXXPT38X.Cumulative","DXXPT38X.Skip.to.Item"
"646.9 to 1227.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
