"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"643.9 to 1225","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
