"DXXPT45Y.Code.or.Value","DXXPT45Y.Value.Description","DXXPT45Y.Count","DXXPT45Y.Cumulative","DXXPT45Y.Skip.to.Item"
"73.1 to 263.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
