"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"57.8 to 242.4","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
