"DXXPT49Y.Code.or.Value","DXXPT49Y.Value.Description","DXXPT49Y.Count","DXXPT49Y.Cumulative","DXXPT49Y.Skip.to.Item"
"120.1 to 343.7","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
