"DXXPT55Y.Code.or.Value","DXXPT55Y.Value.Description","DXXPT55Y.Count","DXXPT55Y.Cumulative","DXXPT55Y.Skip.to.Item"
"70.1 to 309.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
