"DXXPT75X.Code.or.Value","DXXPT75X.Value.Description","DXXPT75X.Count","DXXPT75X.Cumulative","DXXPT75X.Skip.to.Item"
"116.1 to 753.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
