"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"71 to 258.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
