"DXXPT3Y.Code.or.Value","DXXPT3Y.Value.Description","DXXPT3Y.Count","DXXPT3Y.Cumulative","DXXPT3Y.Skip.to.Item"
"122.1 to 363.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
