"DXXPT73Y.Code.or.Value","DXXPT73Y.Value.Description","DXXPT73Y.Count","DXXPT73Y.Cumulative","DXXPT73Y.Skip.to.Item"
"143.4 to 374.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
