"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"64.5 to 246.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
