"TYXP244.Code.or.Value","TYXP244.Value.Description","TYXP244.Count","TYXP244.Cumulative","TYXP244.Skip.to.Item"
"-297 to -25","Range of Values",167,167,NA
".","Missing",8302,8469,NA
