"TYXP068.Code.or.Value","TYXP068.Value.Description","TYXP068.Count","TYXP068.Cumulative","TYXP068.Skip.to.Item"
"-139 to 129","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
