"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"92.3 to 290.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
