"DXXPT67Y.Code.or.Value","DXXPT67Y.Value.Description","DXXPT67Y.Count","DXXPT67Y.Cumulative","DXXPT67Y.Skip.to.Item"
"51.9 to 236.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
