"CBQ505.Code.or.Value","CBQ505.Value.Description","CBQ505.Count","CBQ505.Cumulative","CBQ505.Skip.to.Item"
"1","Yes",4166,4166,""
"2","No",651,4817,"CBQ550"
"7","Refused",1,4818,""
"9","Don't know",1,4819,""
".","Missing",1203,6022,""
