"DXXPT15Y.Code.or.Value","DXXPT15Y.Value.Description","DXXPT15Y.Count","DXXPT15Y.Cumulative","DXXPT15Y.Skip.to.Item"
"172.4 to 400","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
