"WTSPH47.Code.or.Value","WTSPH47.Value.Description","WTSPH47.Count","WTSPH47.Cumulative","WTSPH47.Skip.to.Item"
"0.0000000 to 748407.5819300","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
