"AUXLR220.Code.or.Value","AUXLR220.Value.Description","AUXLR220.Count","AUXLR220.Cumulative","AUXLR220.Skip.to.Item"
"-20 to 72","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
