"DXXPT11Y.Code.or.Value","DXXPT11Y.Value.Description","DXXPT11Y.Count","DXXPT11Y.Cumulative","DXXPT11Y.Skip.to.Item"
"38.1 to 220.9","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
