"DXXPT15X.Code.or.Value","DXXPT15X.Value.Description","DXXPT15X.Count","DXXPT15X.Cumulative","DXXPT15X.Skip.to.Item"
"490.4 to 1081.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
