"SXQ841.Code.or.Value","SXQ841.Value.Description","SXQ841.Count","SXQ841.Cumulative","SXQ841.Skip.to.Item"
"0 to 48","Range of Values",74,74,NA
"77777","Refused",0,74,NA
"99999","Don't know",0,74,NA
".","Missing",4983,5057,NA
