"DXXPT34Y.Code.or.Value","DXXPT34Y.Value.Description","DXXPT34Y.Count","DXXPT34Y.Cumulative","DXXPT34Y.Skip.to.Item"
"82.3 to 323.2","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
