"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"146.8 to 396.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
