"DXXPT57Y.Code.or.Value","DXXPT57Y.Value.Description","DXXPT57Y.Count","DXXPT57Y.Cumulative","DXXPT57Y.Skip.to.Item"
"67.6 to 304.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
