"CIQD104.Code.or.Value","CIQD104.Value.Description","CIQD104.Count","CIQD104.Cumulative","CIQD104.Skip.to.Item"
"1","Yes",1,1,"CIQD106"
"2","No",1,2,"CIQD106"
"7","Refuse",0,2,"CIQD106"
"9","Don't know",0,2,"CIQD106"
".","Missing",776,778,""
