"DXXPT83Y.Code.or.Value","DXXPT83Y.Value.Description","DXXPT83Y.Count","DXXPT83Y.Cumulative","DXXPT83Y.Skip.to.Item"
"56.9 to 300.2","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
