"AUXLR211.Code.or.Value","AUXLR211.Value.Description","AUXLR211.Count","AUXLR211.Cumulative","AUXLR211.Skip.to.Item"
"-12 to 78","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
