"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"72 to 611.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
