"DXXPT85X.Code.or.Value","DXXPT85X.Value.Description","DXXPT85X.Count","DXXPT85X.Cumulative","DXXPT85X.Skip.to.Item"
"326.5 to 970.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
