"CBQ835.Code.or.Value","CBQ835.Value.Description","CBQ835.Count","CBQ835.Cumulative","CBQ835.Skip.to.Item"
"1","Yes",71,71,""
"2","No",615,686,"CBQ845"
"7","Refused",0,686,"CBQ845"
"9","Don't know",0,686,"CBQ845"
".","Missing",1359,2045,""
