"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"641.9 to 1223.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
