"AUXLR277.Code.or.Value","AUXLR277.Value.Description","AUXLR277.Count","AUXLR277.Cumulative","AUXLR277.Skip.to.Item"
"-32 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
