"DXXPT86Y.Code.or.Value","DXXPT86Y.Value.Description","DXXPT86Y.Count","DXXPT86Y.Cumulative","DXXPT86Y.Skip.to.Item"
"81.2 to 267.9","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
