"DXXPT81X.Code.or.Value","DXXPT81X.Value.Description","DXXPT81X.Count","DXXPT81X.Cumulative","DXXPT81X.Skip.to.Item"
"6.7 to 569.5","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
