"DXXPT83Y.Code.or.Value","DXXPT83Y.Value.Description","DXXPT83Y.Count","DXXPT83Y.Cumulative","DXXPT83Y.Skip.to.Item"
"80 to 318.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
