"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"44.4 to 270.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
