"DXXPT89Y.Code.or.Value","DXXPT89Y.Value.Description","DXXPT89Y.Count","DXXPT89Y.Cumulative","DXXPT89Y.Skip.to.Item"
"81.1 to 298.1","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
