"DXXPT1X.Code.or.Value","DXXPT1X.Value.Description","DXXPT1X.Count","DXXPT1X.Cumulative","DXXPT1X.Skip.to.Item"
"62.6 to 607.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
