"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"86.7 to 324.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
