"DXXPT83Y.Code.or.Value","DXXPT83Y.Value.Description","DXXPT83Y.Count","DXXPT83Y.Cumulative","DXXPT83Y.Skip.to.Item"
"94.9 to 332.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
