"DXXPT12X.Code.or.Value","DXXPT12X.Value.Description","DXXPT12X.Count","DXXPT12X.Cumulative","DXXPT12X.Skip.to.Item"
"645.2 to 1226.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
