"SMQ670.Code.or.Value","SMQ670.Value.Description","SMQ670.Count","SMQ670.Cumulative","SMQ670.Skip.to.Item"
"1","Yes",600,600,NA
"2","No",661,1261,NA
"7","Refused",0,1261,NA
"9","Don't know",0,1261,NA
".","Missing",5907,7168,NA
