"DXXPT83X.Code.or.Value","DXXPT83X.Value.Description","DXXPT83X.Count","DXXPT83X.Cumulative","DXXPT83X.Skip.to.Item"
"184.4 to 826.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
