"DXXPT25X.Code.or.Value","DXXPT25X.Value.Description","DXXPT25X.Count","DXXPT25X.Cumulative","DXXPT25X.Skip.to.Item"
"458.3 to 1053.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
