"DXXPT84Y.Code.or.Value","DXXPT84Y.Value.Description","DXXPT84Y.Count","DXXPT84Y.Cumulative","DXXPT84Y.Skip.to.Item"
"118.3 to 329.8","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
