"DXXPT58Y.Code.or.Value","DXXPT58Y.Value.Description","DXXPT58Y.Count","DXXPT58Y.Cumulative","DXXPT58Y.Skip.to.Item"
"70.1 to 256","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
